tspan,sigma1,sigma2,sigma3
0.04445,0.8676523,0.8673294,0.87248945
0.04446,0.86619127,0.8658668,0.87097704
0.044469997,0.86525345,0.86492944,0.86998904
0.04448,0.86489815,0.8645766,0.8695845
0.04449,0.8651478,0.864831,0.8697865
0.0445,0.865987,0.865677,0.87058026
0.04451,0.86736345,0.8670622,0.8719145
0.044519998,0.8691908,0.8689002,0.8737049
0.04453,0.87135476,0.87107635,0.8758383
0.04454,0.8737195,0.8734547,0.87818056
0.044549998,0.876137,0.8758868,0.88058424
0.04456,0.87845564,0.87822074,0.88289773
0.04457,0.8805301,0.8803109,0.88497525
0.044579998,0.88223064,0.8820269,0.8866854
0.04459,0.88345075,0.88326204,0.88792
0.0446,0.8841142,0.8839396,0.88860124
0.044609997,0.88417995,0.8840182,0.88868624
0.04462,0.8836443,0.88349366,0.88817036
0.04463,0.8825414,0.8823999,0.8870871
0.044639997,0.8809413,0.8808063,0.8855064
0.04465,0.8789449,0.87881404,0.8835294
0.04466,0.87667817,0.87654877,0.88128245
0.044669997,0.87428427,0.8741534,0.8789084
0.04468,0.8719139,0.8717787,0.8765578
0.044689998,0.8697167,0.8695744,0.8743793
0.0447,0.8678312,0.8676792,0.8725097
0.04471,0.86637616,0.866212,0.87106633
0.044719998,0.8654435,0.86526513,0.8701393
0.04473,0.8650924,0.8648978,0.8697862
0.04474,0.8653451,0.8651328,0.87002873
0.044749998,0.8661859,0.8659549,0.8708515
0.04476,0.8675624,0.8673119,0.8722029
0.04477,0.8693881,0.869118,0.8739978
0.044779997,0.8715486,0.8712588,0.87612355
0.04479,0.87390804,0.8735993,0.878446
0.0448,0.8763181,0.87599134,0.8808181
0.044809997,0.87862724,0.8782839,0.88308907
0.04482,0.8806903,0.880332,0.88511384
0.04483,0.88237727,0.88200593,0.8867625
0.044839997,0.88358206,0.8831998,0.8879285
0.04485,0.88422835,0.8838375,0.888536
0.044859998,0.8842753,0.88387823,0.8885442
0.044869997,0.88371944,0.88331854,0.88795066
0.04488,0.8825952,0.88219273,0.88679105
0.044889998,0.88097256,0.880571,0.8851367
0.0449,0.8789531,0.87855434,0.8830904
0.04491,0.876663,0.87626904,0.88077915
0.044919997,0.87424564,0.8738581,0.8783468
0.04493,0.8718524,0.8714726,0.8759445
0.04494,0.86963296,0.869262,0.87372136
0.044949997,0.8677263,0.86736476,0.8718152
